country,pred,cogn_label_fac,isced,cogn_num,cogn_label
Austria,10.9,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,12.93,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,21.94,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,34.29,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,41.83,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,43.57,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,48.78,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,51.05,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,56.43,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,59.69,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,64.7,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,68.27,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,70.34,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,70.71,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,72.23,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,73.83,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,75.65,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,77.34,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,78.6,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,79.91,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,81.83,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,82.24,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,83.54,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,84.3,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,84.91,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,85.29,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,85.97,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,86.42,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,86.99,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,87.66,bottcogn_topnoncogn_high,High ISCED,2,70
Austria,88.53,NA,High ISCED,NA,NA
Austria,88.74,NA,High ISCED,NA,NA
Austria,89.02,NA,High ISCED,NA,NA
Austria,89.46,NA,High ISCED,NA,NA
Austria,90.16,NA,High ISCED,NA,NA
Austria,90.69,NA,High ISCED,NA,NA
Austria,90.9,NA,High ISCED,NA,NA
Austria,91.32,NA,High ISCED,NA,NA
Austria,91.55,NA,High ISCED,NA,NA
Austria,91.79,NA,High ISCED,NA,NA
Austria,91.93,NA,High ISCED,NA,NA
Austria,92.24,NA,High ISCED,NA,NA
Austria,92.63,NA,High ISCED,NA,NA
Austria,92.82,NA,High ISCED,NA,NA
Austria,93.07,NA,High ISCED,NA,NA
Austria,93.34,NA,High ISCED,NA,NA
Austria,93.54,NA,High ISCED,NA,NA
Austria,93.8,NA,High ISCED,NA,NA
Austria,94.03,NA,High ISCED,NA,NA
Austria,94.17,NA,High ISCED,NA,NA
Austria,94.49,NA,High ISCED,NA,NA
Austria,94.68,NA,High ISCED,NA,NA
Austria,94.97,NA,High ISCED,NA,NA
Austria,95.3,NA,High ISCED,NA,NA
Austria,95.47,NA,High ISCED,NA,NA
Austria,95.69,NA,High ISCED,NA,NA
Austria,95.8,NA,High ISCED,NA,NA
Austria,95.92,NA,High ISCED,NA,NA
Austria,96.09,NA,High ISCED,NA,NA
Austria,96.19,NA,High ISCED,NA,NA
Austria,96.32,NA,High ISCED,NA,NA
Austria,96.37,NA,High ISCED,NA,NA
Austria,96.52,NA,High ISCED,NA,NA
Austria,96.7,NA,High ISCED,NA,NA
Austria,96.88,NA,High ISCED,NA,NA
Austria,97.21,NA,High ISCED,NA,NA
Austria,97.31,NA,High ISCED,NA,NA
Austria,97.43,NA,High ISCED,NA,NA
Austria,97.5,NA,High ISCED,NA,NA
Austria,97.64,topcogn_bottncogn_high,High ISCED,1,90
Austria,97.77,topcogn_bottncogn_high,High ISCED,1,90
Austria,97.88,topcogn_bottncogn_high,High ISCED,1,90
Austria,97.99,topcogn_bottncogn_high,High ISCED,1,90
Austria,98.08,topcogn_bottncogn_high,High ISCED,1,90
Austria,98.19,topcogn_bottncogn_high,High ISCED,1,90
Austria,98.32,topcogn_bottncogn_high,High ISCED,1,90
Austria,98.43,topcogn_bottncogn_high,High ISCED,1,90
Austria,98.51,topcogn_bottncogn_high,High ISCED,1,90
Austria,98.6,topcogn_bottncogn_high,High ISCED,1,90
Austria,98.65,topcogn_bottncogn_high,High ISCED,1,90
Austria,98.74,topcogn_bottncogn_high,High ISCED,1,90
Austria,98.79,topcogn_bottncogn_high,High ISCED,1,90
Austria,98.86,topcogn_bottncogn_high,High ISCED,1,90
Austria,98.96,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.01,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.1,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.19,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.23,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.29,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.33,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.39,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.46,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.51,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.57,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.66,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.7,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.77,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.86,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.92,topcogn_bottncogn_high,High ISCED,1,90
Austria,99.98,topcogn_bottncogn_high,High ISCED,1,90
Belgium,72.95,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,79.71,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,84.01,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,88.14,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,89.97,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,88.15,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,87.9,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,88.43,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,89.29,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,89.67,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,86.76,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,86.97,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,85.09,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,85.96,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,86.25,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,87.43,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,88.17,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,85.09,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,85.7,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,85.99,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,86.49,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,86.96,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,87.59,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,87.91,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,88.19,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,88.4,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,88.88,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,89.07,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,89.24,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,87.81,bottcogn_topnoncogn_high,High ISCED,2,70
Belgium,88.18,NA,High ISCED,NA,NA
Belgium,88.45,NA,High ISCED,NA,NA
Belgium,88.88,NA,High ISCED,NA,NA
Belgium,88,NA,High ISCED,NA,NA
Belgium,86.1,NA,High ISCED,NA,NA
Belgium,86.48,NA,High ISCED,NA,NA
Belgium,86.83,NA,High ISCED,NA,NA
Belgium,87.04,NA,High ISCED,NA,NA
Belgium,87.38,NA,High ISCED,NA,NA
Belgium,87.85,NA,High ISCED,NA,NA
Belgium,88.05,NA,High ISCED,NA,NA
Belgium,88.15,NA,High ISCED,NA,NA
Belgium,88.49,NA,High ISCED,NA,NA
Belgium,88.89,NA,High ISCED,NA,NA
Belgium,89.14,NA,High ISCED,NA,NA
Belgium,89.35,NA,High ISCED,NA,NA
Belgium,89.66,NA,High ISCED,NA,NA
Belgium,88.06,NA,High ISCED,NA,NA
Belgium,88.05,NA,High ISCED,NA,NA
Belgium,88.21,NA,High ISCED,NA,NA
Belgium,88.3,NA,High ISCED,NA,NA
Belgium,87.39,NA,High ISCED,NA,NA
Belgium,87.88,NA,High ISCED,NA,NA
Belgium,88.11,NA,High ISCED,NA,NA
Belgium,86.6,NA,High ISCED,NA,NA
Belgium,86.58,NA,High ISCED,NA,NA
Belgium,86.82,NA,High ISCED,NA,NA
Belgium,87.15,NA,High ISCED,NA,NA
Belgium,87.46,NA,High ISCED,NA,NA
Belgium,87.86,NA,High ISCED,NA,NA
Belgium,88.11,NA,High ISCED,NA,NA
Belgium,88.35,NA,High ISCED,NA,NA
Belgium,88.6,NA,High ISCED,NA,NA
Belgium,88.77,NA,High ISCED,NA,NA
Belgium,89,NA,High ISCED,NA,NA
Belgium,89.31,NA,High ISCED,NA,NA
Belgium,89.62,NA,High ISCED,NA,NA
Belgium,89.79,NA,High ISCED,NA,NA
Belgium,90.06,NA,High ISCED,NA,NA
Belgium,88.56,topcogn_bottncogn_high,High ISCED,1,90
Belgium,87.49,topcogn_bottncogn_high,High ISCED,1,90
Belgium,87.76,topcogn_bottncogn_high,High ISCED,1,90
Belgium,88.04,topcogn_bottncogn_high,High ISCED,1,90
Belgium,88.14,topcogn_bottncogn_high,High ISCED,1,90
Belgium,88.48,topcogn_bottncogn_high,High ISCED,1,90
Belgium,88.93,topcogn_bottncogn_high,High ISCED,1,90
Belgium,89.28,topcogn_bottncogn_high,High ISCED,1,90
Belgium,89.38,topcogn_bottncogn_high,High ISCED,1,90
Belgium,88.01,topcogn_bottncogn_high,High ISCED,1,90
Belgium,88.3,topcogn_bottncogn_high,High ISCED,1,90
Belgium,88.65,topcogn_bottncogn_high,High ISCED,1,90
Belgium,89.05,topcogn_bottncogn_high,High ISCED,1,90
Belgium,89.21,topcogn_bottncogn_high,High ISCED,1,90
Belgium,89.54,topcogn_bottncogn_high,High ISCED,1,90
Belgium,89.83,topcogn_bottncogn_high,High ISCED,1,90
Belgium,89.23,topcogn_bottncogn_high,High ISCED,1,90
Belgium,87.58,topcogn_bottncogn_high,High ISCED,1,90
Belgium,87.83,topcogn_bottncogn_high,High ISCED,1,90
Belgium,88.54,topcogn_bottncogn_high,High ISCED,1,90
Belgium,89.26,topcogn_bottncogn_high,High ISCED,1,90
Belgium,87.57,topcogn_bottncogn_high,High ISCED,1,90
Belgium,88.11,topcogn_bottncogn_high,High ISCED,1,90
Belgium,88.76,topcogn_bottncogn_high,High ISCED,1,90
Belgium,89.91,topcogn_bottncogn_high,High ISCED,1,90
Belgium,89.71,topcogn_bottncogn_high,High ISCED,1,90
Belgium,88.27,topcogn_bottncogn_high,High ISCED,1,90
Belgium,88.96,topcogn_bottncogn_high,High ISCED,1,90
Belgium,90.15,topcogn_bottncogn_high,High ISCED,1,90
Belgium,90.82,topcogn_bottncogn_high,High ISCED,1,90
Belgium,93.52,topcogn_bottncogn_high,High ISCED,1,90
Canada,27.16,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,36.63,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,41.2,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,45.19,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,47.15,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,49.66,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,51.7,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,53.35,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,54.76,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,56,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,58.01,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,59.32,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,60.46,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,61.54,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,62.55,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,63.61,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,64.35,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,62.27,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,63.22,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,64.05,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,63.46,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,64.3,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,65.11,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,65.58,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,66.14,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,66.82,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,67.61,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,67.36,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,66.7,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,67.31,bottcogn_topnoncogn_high,High ISCED,2,70
Canada,67.53,NA,High ISCED,NA,NA
Canada,68.13,NA,High ISCED,NA,NA
Canada,68.64,NA,High ISCED,NA,NA
Canada,68.31,NA,High ISCED,NA,NA
Canada,68.45,NA,High ISCED,NA,NA
Canada,68.92,NA,High ISCED,NA,NA
Canada,69.44,NA,High ISCED,NA,NA
Canada,69.81,NA,High ISCED,NA,NA
Canada,70.48,NA,High ISCED,NA,NA
Canada,70.99,NA,High ISCED,NA,NA
Canada,71.21,NA,High ISCED,NA,NA
Canada,71.22,NA,High ISCED,NA,NA
Canada,70.67,NA,High ISCED,NA,NA
Canada,70.55,NA,High ISCED,NA,NA
Canada,70.93,NA,High ISCED,NA,NA
Canada,71.43,NA,High ISCED,NA,NA
Canada,71.89,NA,High ISCED,NA,NA
Canada,72.41,NA,High ISCED,NA,NA
Canada,72.89,NA,High ISCED,NA,NA
Canada,73.27,NA,High ISCED,NA,NA
Canada,73.73,NA,High ISCED,NA,NA
Canada,74.25,NA,High ISCED,NA,NA
Canada,74.65,NA,High ISCED,NA,NA
Canada,75.01,NA,High ISCED,NA,NA
Canada,75.4,NA,High ISCED,NA,NA
Canada,75.78,NA,High ISCED,NA,NA
Canada,76.19,NA,High ISCED,NA,NA
Canada,75.82,NA,High ISCED,NA,NA
Canada,75.84,NA,High ISCED,NA,NA
Canada,75.94,NA,High ISCED,NA,NA
Canada,76.27,NA,High ISCED,NA,NA
Canada,76.72,NA,High ISCED,NA,NA
Canada,76.56,NA,High ISCED,NA,NA
Canada,76.91,NA,High ISCED,NA,NA
Canada,77.25,NA,High ISCED,NA,NA
Canada,76.44,NA,High ISCED,NA,NA
Canada,76.78,NA,High ISCED,NA,NA
Canada,77.19,NA,High ISCED,NA,NA
Canada,77.67,NA,High ISCED,NA,NA
Canada,77.74,topcogn_bottncogn_high,High ISCED,1,90
Canada,78.18,topcogn_bottncogn_high,High ISCED,1,90
Canada,78.57,topcogn_bottncogn_high,High ISCED,1,90
Canada,78.99,topcogn_bottncogn_high,High ISCED,1,90
Canada,79.34,topcogn_bottncogn_high,High ISCED,1,90
Canada,79.52,topcogn_bottncogn_high,High ISCED,1,90
Canada,79.15,topcogn_bottncogn_high,High ISCED,1,90
Canada,78.99,topcogn_bottncogn_high,High ISCED,1,90
Canada,79.43,topcogn_bottncogn_high,High ISCED,1,90
Canada,79.65,topcogn_bottncogn_high,High ISCED,1,90
Canada,80.09,topcogn_bottncogn_high,High ISCED,1,90
Canada,79.48,topcogn_bottncogn_high,High ISCED,1,90
Canada,79.97,topcogn_bottncogn_high,High ISCED,1,90
Canada,80.59,topcogn_bottncogn_high,High ISCED,1,90
Canada,81.13,topcogn_bottncogn_high,High ISCED,1,90
Canada,81.51,topcogn_bottncogn_high,High ISCED,1,90
Canada,82.1,topcogn_bottncogn_high,High ISCED,1,90
Canada,82.6,topcogn_bottncogn_high,High ISCED,1,90
Canada,82.45,topcogn_bottncogn_high,High ISCED,1,90
Canada,82.05,topcogn_bottncogn_high,High ISCED,1,90
Canada,82.67,topcogn_bottncogn_high,High ISCED,1,90
Canada,83.44,topcogn_bottncogn_high,High ISCED,1,90
Canada,84.16,topcogn_bottncogn_high,High ISCED,1,90
Canada,84.97,topcogn_bottncogn_high,High ISCED,1,90
Canada,85.81,topcogn_bottncogn_high,High ISCED,1,90
Canada,85.73,topcogn_bottncogn_high,High ISCED,1,90
Canada,86.21,topcogn_bottncogn_high,High ISCED,1,90
Canada,86.29,topcogn_bottncogn_high,High ISCED,1,90
Canada,87.78,topcogn_bottncogn_high,High ISCED,1,90
Canada,87.83,topcogn_bottncogn_high,High ISCED,1,90
Canada,94.99,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,25.28,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,30.56,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,37.44,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,40.23,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,42.61,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,45.97,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,47.76,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,49.85,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,53.03,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,56.58,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,59.62,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,60.41,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,62.7,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,63.84,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,64.1,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,64.7,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,63.74,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,64.31,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,65.64,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,65.91,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,66.73,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,67.44,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,68.41,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,70.87,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,68.56,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,69.33,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,70.81,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,71.32,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,71.75,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,72.2,bottcogn_topnoncogn_high,High ISCED,2,70
Czech Republic,71.29,NA,High ISCED,NA,NA
Czech Republic,71.97,NA,High ISCED,NA,NA
Czech Republic,72.45,NA,High ISCED,NA,NA
Czech Republic,73.23,NA,High ISCED,NA,NA
Czech Republic,73.62,NA,High ISCED,NA,NA
Czech Republic,74.38,NA,High ISCED,NA,NA
Czech Republic,74.7,NA,High ISCED,NA,NA
Czech Republic,74.95,NA,High ISCED,NA,NA
Czech Republic,74.87,NA,High ISCED,NA,NA
Czech Republic,73.79,NA,High ISCED,NA,NA
Czech Republic,74.35,NA,High ISCED,NA,NA
Czech Republic,75,NA,High ISCED,NA,NA
Czech Republic,75.49,NA,High ISCED,NA,NA
Czech Republic,76.12,NA,High ISCED,NA,NA
Czech Republic,76.88,NA,High ISCED,NA,NA
Czech Republic,77.32,NA,High ISCED,NA,NA
Czech Republic,77.87,NA,High ISCED,NA,NA
Czech Republic,78.13,NA,High ISCED,NA,NA
Czech Republic,78.29,NA,High ISCED,NA,NA
Czech Republic,78.68,NA,High ISCED,NA,NA
Czech Republic,77.83,NA,High ISCED,NA,NA
Czech Republic,78.23,NA,High ISCED,NA,NA
Czech Republic,78.21,NA,High ISCED,NA,NA
Czech Republic,78.93,NA,High ISCED,NA,NA
Czech Republic,79.54,NA,High ISCED,NA,NA
Czech Republic,79.89,NA,High ISCED,NA,NA
Czech Republic,79.37,NA,High ISCED,NA,NA
Czech Republic,79.69,NA,High ISCED,NA,NA
Czech Republic,78.8,NA,High ISCED,NA,NA
Czech Republic,79.32,NA,High ISCED,NA,NA
Czech Republic,79.56,NA,High ISCED,NA,NA
Czech Republic,79.95,NA,High ISCED,NA,NA
Czech Republic,80.47,NA,High ISCED,NA,NA
Czech Republic,80.77,NA,High ISCED,NA,NA
Czech Republic,81.29,NA,High ISCED,NA,NA
Czech Republic,81.71,NA,High ISCED,NA,NA
Czech Republic,81.19,NA,High ISCED,NA,NA
Czech Republic,81.48,NA,High ISCED,NA,NA
Czech Republic,81.36,NA,High ISCED,NA,NA
Czech Republic,81.02,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,81.12,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,80.73,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,81.03,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,81.36,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,82.03,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,82.8,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,83.5,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,83.93,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,84.25,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,83.56,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,82.8,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,83.59,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,84.53,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,85.07,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,86.12,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,86,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,86.36,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,86.71,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,87.45,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,87.89,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,88.47,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,88.57,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,88.39,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,88.86,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,89.97,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,90.18,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,91.17,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,91.61,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,93.65,topcogn_bottncogn_high,High ISCED,1,90
Czech Republic,98.84,topcogn_bottncogn_high,High ISCED,1,90
Denmark,32.26,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,41.11,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,58.87,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,63.51,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,67.33,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,70.02,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,71.99,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,74.16,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,75.52,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,76.83,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,77.84,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,78.9,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,79.44,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,80.13,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,80.69,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,79.11,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,79.69,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,80.05,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,80.56,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,80.41,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,80.76,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,81.11,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,81.58,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,82,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,82.64,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,83.01,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,83.52,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,83.98,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,82.58,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,82.96,bottcogn_topnoncogn_high,High ISCED,2,70
Denmark,83.37,NA,High ISCED,NA,NA
Denmark,83.62,NA,High ISCED,NA,NA
Denmark,83.86,NA,High ISCED,NA,NA
Denmark,84.04,NA,High ISCED,NA,NA
Denmark,84.31,NA,High ISCED,NA,NA
Denmark,83.82,NA,High ISCED,NA,NA
Denmark,84.1,NA,High ISCED,NA,NA
Denmark,84.52,NA,High ISCED,NA,NA
Denmark,84.83,NA,High ISCED,NA,NA
Denmark,85.05,NA,High ISCED,NA,NA
Denmark,85.39,NA,High ISCED,NA,NA
Denmark,85.63,NA,High ISCED,NA,NA
Denmark,85.79,NA,High ISCED,NA,NA
Denmark,85.29,NA,High ISCED,NA,NA
Denmark,84.72,NA,High ISCED,NA,NA
Denmark,84.85,NA,High ISCED,NA,NA
Denmark,84.96,NA,High ISCED,NA,NA
Denmark,85.16,NA,High ISCED,NA,NA
Denmark,85.38,NA,High ISCED,NA,NA
Denmark,85.64,NA,High ISCED,NA,NA
Denmark,85.89,NA,High ISCED,NA,NA
Denmark,86.07,NA,High ISCED,NA,NA
Denmark,86.3,NA,High ISCED,NA,NA
Denmark,86.52,NA,High ISCED,NA,NA
Denmark,86.69,NA,High ISCED,NA,NA
Denmark,87,NA,High ISCED,NA,NA
Denmark,87.31,NA,High ISCED,NA,NA
Denmark,87.42,NA,High ISCED,NA,NA
Denmark,87.57,NA,High ISCED,NA,NA
Denmark,87.15,NA,High ISCED,NA,NA
Denmark,87.36,NA,High ISCED,NA,NA
Denmark,87.5,NA,High ISCED,NA,NA
Denmark,87.75,NA,High ISCED,NA,NA
Denmark,87.52,NA,High ISCED,NA,NA
Denmark,87.49,NA,High ISCED,NA,NA
Denmark,87.69,NA,High ISCED,NA,NA
Denmark,87.97,NA,High ISCED,NA,NA
Denmark,87.6,NA,High ISCED,NA,NA
Denmark,87.83,NA,High ISCED,NA,NA
Denmark,87.91,topcogn_bottncogn_high,High ISCED,1,90
Denmark,88.11,topcogn_bottncogn_high,High ISCED,1,90
Denmark,88.37,topcogn_bottncogn_high,High ISCED,1,90
Denmark,88.49,topcogn_bottncogn_high,High ISCED,1,90
Denmark,88.78,topcogn_bottncogn_high,High ISCED,1,90
Denmark,88.93,topcogn_bottncogn_high,High ISCED,1,90
Denmark,89.17,topcogn_bottncogn_high,High ISCED,1,90
